season,episode,title,restaurant,location,air_date,latitude,longitude
21,1,Roadtrippin' in Beantown,Cafe Polonia,"Boston, Massachusetts",2014-09-05,42.3602534,-71.0582912
21,1,Roadtrippin' in Beantown,Lone Star Taco Bar,"Allston, Massachusetts",2014-09-05,42.3554344,-71.1321271
21,1,Roadtrippin' in Beantown,Deep Ellum,"Allston, Massachusetts",2014-09-05,42.3554344,-71.1321271
21,2,Seriously Saucy,Saus,"Boston, Massachusetts",2014-09-12,42.3602534,-71.0582912
21,2,Seriously Saucy,Cafe Genevieve,"Jackson, Wyoming",2014-09-12,43.479965,-110.761815
21,2,Seriously Saucy,Melt Eclectic Cafe,"Cincinnati, Ohio",2014-09-12,39.1014537,-84.5124602
21,3,Cross-Country Classics,Trina's Starlite Lounge,"Somerville, Massachusetts",2014-09-19,42.3875968,-71.0994968
21,3,Cross-Country Classics,Shorty's Pizza and Smoked Meat,"Superior, Wisconsin",2014-09-19,46.7207737,-92.1040796
21,3,Cross-Country Classics,From Scratch Restaurant,"Carmel, California",2014-09-19,38.75511285,-121.35330894827251
21,4,Worldwide Flavorfest,Casa Razdora,"Boston, Massachusetts",2014-09-26,42.3602534,-71.0582912
21,4,Worldwide Flavorfest,Island Frydays,"Cincinnati, Ohio",2014-09-26,39.1014537,-84.5124602
21,4,Worldwide Flavorfest,Pak's Green Corner,"Duluth, Minnesota",2014-09-26,46.7729322,-92.1251218
21,5,Small Town Standouts,Kounty Quarthouse,"South Range, Wisconsin",2014-10-03,46.6079956,-91.9835234
21,5,Small Town Standouts,Junkyard Extreme Burgers and Brats,"Junction City, Oregon",2014-10-03,44.2191935,-123.2047857
21,5,Small Town Standouts,Lotus Cafe,"Jackson, Wyoming",2014-10-03,43.479965,-110.761815
21,6,One Street Wonders,Taste of Belgium,"Cincinnati, Ohio",2014-10-10,39.1014537,-84.5124602
21,6,One Street Wonders,Senate Pub,"Cincinnati, Ohio",2014-10-10,39.1014537,-84.5124602
21,6,One Street Wonders,Bakersfield OTR,"Cincinnati, Ohio",2014-10-10,39.1014537,-84.5124602
21,7,Old School Joints,Cornbread Cafe,"Eugene, Oregon",2014-10-31,44.0505054,-123.0950506
21,7,Old School Joints,Gannucci's Italian Market,"Duluth, Minnesota",2014-10-31,46.7729322,-92.1251218
21,7,Old School Joints,Delta Diner,"Delta, Wisconsin",2014-10-31,46.4731565,-91.2705137
21,8,Meat In The Middle,The Sandwich League,"Eugene, Oregon",2014-11-07,44.0505054,-123.0950506
21,8,Meat In The Middle,The Brick House Cafe and Catering,"Cable, Wisconsin",2014-11-07,46.2080081,-91.2921295
21,8,Meat In The Middle,Grano's Pasta Bar,"Baltimore, Maryland",2014-11-07,39.2908816,-76.610759
21,9,Soup-Centric,Soup Nation,"Eugene, Oregon",2014-11-14,44.0505054,-123.0950506
21,9,Soup-Centric,Slainte Irish Pub and Restaurant,"Baltimore, Maryland",2014-11-14,39.2908816,-76.610759
21,9,Soup-Centric,Pho Lang Thang,"Cincinnati, Ohio",2014-11-14,39.1014537,-84.5124602
21,10,All Baltimore All The Time,Jimmy's Famous Seafood,"Baltimore, Maryland",2014-11-21,39.2908816,-76.610759
21,10,All Baltimore All The Time,Clementine,"Baltimore, Maryland",2014-11-21,39.2908816,-76.610759
21,10,All Baltimore All The Time,Johnny Rad's,"Baltimore, Maryland",2014-11-21,39.2908816,-76.610759
21,11,Chicken Chowfest,Patton's Restaurant & Catering,"Des Moines, Iowa",2014-11-28,41.5910641,-93.6037149
21,11,Chicken Chowfest,Papa's Soul Food Kitchen and BBQ,"Eugene, Oregon",2014-11-28,44.0505054,-123.0950506
21,11,Chicken Chowfest,Swallow at the Hollow,"Baltimore, Maryland",2014-11-28,39.2908816,-76.610759
21,12,Fresh Fish & Funky Chicken,Fisherman's Market,"Eugene, Oregon",2014-12-05,44.0505054,-123.0950506
21,12,Fresh Fish & Funky Chicken,Mi Patria Ecuadorian Restaurant,"West Des Moines, Iowa",2014-12-05,41.5645337,-93.7595281
21,12,Fresh Fish & Funky Chicken,Smokey D's BBQ,"Des Moines, Iowa",2014-12-05,41.5910641,-93.6037149
21,13,Oldies But Goodies,Ernest & Son,"Brigantine, New Jersey",2014-12-12,39.4101171,-74.3645906
21,13,Oldies But Goodies,Oyster Creek Inn,"Leeds Point, New Jersey",2014-12-12,39.4920619,-74.4290379
21,13,Oldies But Goodies,George The Chili King Drive-In,"Des Moines, Iowa",2014-12-12,41.5910641,-93.6037149
21,14,Southern Spectacular,Farmer's Shed,"Lexington, South Carolina",2014-12-22,33.8986841,-81.275054
21,14,Southern Spectacular,Pine State Biscuits,"Portland, Oregon",2014-12-22,45.5202471,-122.6741949
21,14,Southern Spectacular,Sweetie Pie's,"St. Louis, Missouri",2014-12-22,38.6529545,-90.24111656024635
21,14,Southern Spectacular,Rick's White Light Diner,"Frankfort, Kentucky",2014-12-22,38.2009055,-84.8732836
21,14,Southern Spectacular,Zydeco's,"Mooresville, Indiana",2014-12-22,39.6128243,-86.37416
21,15,Best of Breakfast,Ruth's Diner,"Salt Lake City, Utah",2014-12-23,40.7596198,-111.8867975
21,15,Best of Breakfast,Lake Effect Diner,"Buffalo, New York",2014-12-23,42.8867166,-78.8783922
21,15,Best of Breakfast,Mustache Bill's,"Barnegat Light, New Jersey",2014-12-23,39.7576202,-74.1062466
21,15,Best of Breakfast,Al's Breakfast,"Minneapolis, Minnesota",2014-12-23,44.9772995,-93.2654692
21,15,Best of Breakfast,Louie & the Red Head Lady,"Mandeville, Louisiana",2014-12-23,30.3582305,-90.0657477
21,15,Best of Breakfast,Grampa's Bakery & Restaurant,"Dania Beach, Florida",2014-12-23,26.050783950000003,-80.14612392627231
21,15,Best of Breakfast,W.O.W – Worth Our Weight,"Santa Rosa, California",2014-12-23,38.4404925,-122.7141049
21,15,Best of Breakfast,Schooner or Later,"Long Beach, California",2014-12-23,33.7690164,-118.1916048
21,15,Best of Breakfast,Matt's Big Breakfast,"Phoenix, Arizona",2014-12-23,33.4484367,-112.0741417
21,16,Memorable Moms,Rigoletto Italian Bakery & Café,"Virginia Beach, Virginia",2014-12-24,36.8529841,-75.9774183
21,16,Memorable Moms,Voula's Offshore Cafe,"Seattle, Washington",2014-12-24,47.6038321,-122.3300624
21,16,Memorable Moms,Nadine's Restaurant,"Pittsburgh, Pennsylvania",2014-12-24,40.4416941,-79.9900861
21,16,Memorable Moms,Kelly O's Diner,"Pittsburgh, Pennsylvania",2014-12-24,40.4416941,-79.9900861
21,16,Memorable Moms,Monte Carlo Steak House,"Albuquerque, New Mexico",2014-12-24,35.0841034,-106.6509851
21,16,Memorable Moms,Emily's Lebanese Deli,"Minneapolis, Minnesota",2014-12-24,44.9772995,-93.2654692
21,17,Hometown Heroes,Eischen's Bar,"Okarche, Oklahoma",2014-12-25,35.7258795,-97.9764411
21,17,Hometown Heroes,Otto's Sausage,"Portland, Oregon",2014-12-25,45.5202471,-122.6741949
21,17,Hometown Heroes,South 21 Drive In,"Charlotte, North Carolina",2014-12-25,35.2270869,-80.8431268
21,17,Hometown Heroes,Kramarczuk Sausage Company,"Minneapolis, Minnesota",2014-12-25,44.9772995,-93.2654692
21,17,Hometown Heroes,Bob's Clam Hut,"Kittery, Maine",2014-12-25,43.088448,-70.736847
21,17,Hometown Heroes,Rainbow Drive-In,"Honolulu, Hawaii",2014-12-25,21.304547,-157.8556764
21,17,Hometown Heroes,Tommy's Joynt,"San Francisco, California",2014-12-25,37.7790262,-122.4199061
21,18,Pork Hall of Fame,Union Wood Shop,"Clarkston, Michigan",2014-12-26,42.735863,-83.4188304
21,18,Pork Hall of Fame,Dough Pizzeria Napoletana,"San Antonio, Texas",2014-12-26,29.4246002,-98.4951405
21,18,Pork Hall of Fame,Maria's Taco Express,"Austin, Texas",2014-12-26,30.2711286,-97.7436995
21,18,Pork Hall of Fame,Bar Gernika,"Boise, Idaho",2014-12-26,43.6166163,-116.200886
21,18,Pork Hall of Fame,Valencia Luncheria,"Norwalk, Connecticut",2014-12-26,41.1175966,-73.4078968
21,18,Pork Hall of Fame,Santa Cruz Diner,"Santa Cruz, California",2014-12-26,37.050096,-121.9905908
21,18,Pork Hall of Fame,North End Caffe,"Manhattan Beach, California",2014-12-26,33.8915985,-118.3951241
21,18,Pork Hall of Fame,The Oinkster,"Eagle Rock, California",2014-12-26,34.1366877,-118.2076796
21,18,Pork Hall of Fame,Haus Murphy's,"Glendale, Arizona",2014-12-26,33.5386858,-112.1859941
22,1,"Fish, Fries and Feet",Flying Mango,"Des Moines, Iowa",2015-01-16,41.5910641,-93.6037149
22,1,"Fish, Fries and Feet",Kelsey & Kim's Southern Cafe,"Atlantic City, New Jersey",2015-01-16,39.3642852,-74.4229351
22,1,"Fish, Fries and Feet",Tacopocalypse,"Des Moines, Iowa",2015-01-16,41.5910641,-93.6037149
22,2,Cruisin' the Italian Countryside,Windows On The World (Ristorante WOW),"Montecatini Terme, Italy",2015-01-23,43.883179,10.7709533
22,2,Cruisin' the Italian Countryside,Port Ellen Clan,"Lucca, Italy",2015-01-23,44.0176138,10.453151842727024
22,2,Cruisin' the Italian Countryside,La Taverna dei Miracoli da Mangiafuoco,"Toscana, Italy",2015-01-23,43.4586541,11.1389204
22,3,Fillin' Up in Florence,La Cucina Del Garga,"Firenze, Italy",2015-01-30,43.7698712,11.2555757
22,3,Fillin' Up in Florence,Il Gusta Pizza,"Firenze, Italy",2015-01-30,43.7698712,11.2555757
22,3,Fillin' Up in Florence,Fratelli Briganti,"Firenze, Italy",2015-01-30,43.7698712,11.2555757
22,4,Arizona All Stars,Tom's Thumb Fresh Market,"Scottsdale, Arizona",2015-02-06,33.4942189,-111.9260184
22,4,Arizona All Stars,Andreoli – Italian Grocer,"Scottsdale, Arizona",2015-02-06,33.4942189,-111.9260184
22,4,Arizona All Stars,Paradise Valley Burger Company,"Phoenix, Arizona",2015-02-06,33.4484367,-112.0741417
22,5,Roadtrippin',The Anchorage Tavern,"Somers Point, New Jersey",2015-02-27,39.3176158,-74.594601
22,5,Roadtrippin',Salty's BBQ & Catering,"Bakersfield, California",2015-02-27,35.3738712,-119.0194639
22,5,Roadtrippin',Sal's Gilbert Pizza,"Gilbert, Arizona",2015-02-27,33.3527632,-111.7890373
22,6,From Atlantic to Pacific,KC Steakhouse,"Bakersfield, California",2015-03-06,35.3738712,-119.0194639
22,6,From Atlantic to Pacific,Grilled Cheese & Crab Cake Co.,"Somers Point, New Jersey",2015-03-06,39.3176158,-74.594601
22,6,From Atlantic to Pacific,Mama Roomba,"Bakersfield, California",2015-03-06,35.3738712,-119.0194639
22,7,Globe Tasting,The Wild Thaiger,"Phoenix, Arizona",2015-03-13,33.4484367,-112.0741417
22,7,Globe Tasting,Muertos Kitchen & Lounge,"Bakersfield, California",2015-03-13,35.3738712,-119.0194639
22,7,Globe Tasting,Carluccio's Coal Fired Pizza,"Northfield, New Jersey",2015-03-13,39.3703942,-74.5501546
22,8,"Sweet, Savory and Saucy",La Santisima Gourmet Taco Shop,"Bakersfield, California",2015-04-17,35.3738712,-119.0194639
22,8,"Sweet, Savory and Saucy",Moo Creamery,"Bakersfield, California",2015-04-17,35.3738712,-119.0194639
22,8,"Sweet, Savory and Saucy",24th Street Cafe,"Bakersfield, California",2015-04-17,35.3738712,-119.0194639
22,9,To Bakersfield and Beyond,Athena's Greek Cafe & Bakery,"Bakersfield, California",2015-04-24,35.3738712,-119.0194639
22,9,To Bakersfield and Beyond,Pyrenees Cafe,"Bakersfield, California",2015-04-24,35.3738712,-119.0194639
22,9,To Bakersfield and Beyond,Asian Experience,"Taft, California",2015-04-24,35.1424671,-119.4565078
22,10,Racing Through Charlotte,Pinky's Westside Grill,"Charlotte, North Carolina",2015-05-01,35.2270869,-80.8431268
22,10,Racing Through Charlotte,Pit Road Bar & Grill,"Charlotte, North Carolina",2015-05-01,35.2270869,-80.8431268
22,10,Racing Through Charlotte,The Tin Kitchen Food Truck,"Charlotte, North Carolina",2015-05-01,35.2270869,-80.8431268
22,11,Indulgent Dishes,Krazy Fish,"Charlotte, North Carolina",2015-05-22,35.2270869,-80.8431268
22,11,Indulgent Dishes,300 East,"Charlotte, North Carolina",2015-05-22,35.2270869,-80.8431268
22,11,Indulgent Dishes,Biergarten,"Los Angeles, California",2015-05-22,34.0536909,-118.2427666
22,12,Griddles & Vittles,Guy Fieri's Kitchen and Bar,"Las Vegas, Nevada",2015-05-29,36.1672559,-115.1485163
22,12,Griddles & Vittles,Those Guys Pies,"Las Vegas, Nevada",2015-05-29,36.1672559,-115.1485163
22,12,Griddles & Vittles,Chichen Itza Restaurant,"Los Angeles, California",2015-05-29,34.0536909,-118.2427666
22,13,Intercontinental Flavorfest,Intermezzo Pizzeria and Cafe,"Charlotte, North Carolina",2015-06-05,35.2270869,-80.8431268
22,13,Intercontinental Flavorfest,The Little Jewel of New Orleans,"Los Angeles, California",2015-06-05,34.0536909,-118.2427666
22,13,Intercontinental Flavorfest,Cha Cha Chili,"Los Angeles, California",2015-06-05,34.0536909,-118.2427666
22,Special,Food TruckAPalooza,Tamarindo Truck,"Orange County, California",2015-02-22,33.7500378,-117.8704931
22,Special,Food TruckAPalooza,Garbo's Grill,"Key West, Florida",2015-02-22,24.5625566,-81.7724368
22,Special,Food TruckAPalooza,The Grilled Cheeserie,"Nashville, Tennessee",2015-02-22,36.1622296,-86.7743531
22,Special,Food TruckAPalooza,Fresh Local Wild,"Vancouver, British Columbia",2015-02-22,49.2608724,-123.1139529
22,Special,Food TruckAPalooza,Don Chow Tacos,"Los Angeles, California",2015-02-22,34.0536909,-118.2427666
22,Special,All Beefed Up,Terry's Turf Club,"Cincinnati, Ohio",2015-03-09,39.1014537,-84.5124602
22,Special,All Beefed Up,Smokin Guns BBQ & Catering,"Kansas City, Missouri",2015-03-09,39.100105,-94.5781416
22,Special,All Beefed Up,Schellville Grill,"Sonoma, California",2015-03-09,38.5110803,-122.8473388
22,Special,All Beefed Up,Paul's Coffee Shop,"Fountain Valley, California",2015-03-09,33.7038145,-117.9627349
23,1,A Bowlful of Soul,Mert's Heart & Soul,"Charlotte, North Carolina",2015-07-17,35.2270869,-80.8431268
23,1,A Bowlful of Soul,Crepe Expectations,"Las Vegas, Nevada",2015-07-17,36.1672559,-115.1485163
23,1,A Bowlful of Soul,Tubs Fine Chili,"Culver City, California",2015-07-17,34.0211224,-118.3964665
23,2,Taste of Asia,DAE GEE Korean BBQ,"Denver, Colorado",2015-07-24,39.7392364,-104.9848623
23,2,Taste of Asia,Fat Choy,"Las Vegas, Nevada",2015-07-24,36.1672559,-115.1485163
23,2,Taste of Asia,Osaka Japanese Bistro,"Las Vegas, Nevada",2015-07-24,36.1672559,-115.1485163
23,3,Tri-Continent Cuisine,Cafe Brazil,"Denver, Colorado",2015-07-31,39.7392364,-104.9848623
23,3,Tri-Continent Cuisine,Biju's Little Curry Shop,"Denver, Colorado",2015-07-31,39.7392364,-104.9848623
23,3,Tri-Continent Cuisine,Folk Art,"Atlanta, Georgia",2015-07-31,33.7490987,-84.3901849
23,4,From Biscuits to Briskets,Fox Bros Bar-B-Q,"Atlanta, Georgia",2015-08-07,33.7490987,-84.3901849
23,4,From Biscuits to Briskets,Buttermilk Kitchen,"Atlanta, Georgia",2015-08-07,33.7490987,-84.3901849
23,4,From Biscuits to Briskets,Restaurant 415,"Fort Collins, Colorado",2015-08-07,40.5508527,-105.0668085
23,5,Homeland Favorites,Joy Cafe,"Atlanta, Georgia",2015-08-28,33.7490987,-84.3901849
23,5,Homeland Favorites,Axios Estiatorio,"Denver, Colorado",2015-08-28,39.7392364,-104.9848623
23,5,Homeland Favorites,Andale Taqueria & Mercado,"Richfield, Minnesota",2015-08-28,44.8766431,-93.2877877
23,6,Name That Kitchen,The Lodge Sasquatch Kitchen,"Fort Collins, Colorado",2015-09-11,40.5508527,-105.0668085
23,6,Name That Kitchen,Dana's Kitchen,"Falmouth, Massachusetts",2015-09-11,41.5514979,-70.6147519
23,6,Name That Kitchen,Pickle Jar Kitchen,"Falmouth, Massachusetts",2015-09-11,41.5514979,-70.6147519
23,7,East Coast Cruisin,Don Antonio by Starita,"New York, New York",2015-09-23,40.7127281,-74.0060152
23,7,East Coast Cruisin,Louis Restaurant,"Providence, Rhode Island",2015-09-23,41.8239891,-71.4128343
23,7,East Coast Cruisin,Crazy Burger Cafe & Juice Bar,"Narragansett, Rhode Island",2015-09-23,41.4501021,-71.4495005
23,7,East Coast Cruisin,The Dining Car & Market,"Philadelphia, Pennsylvania",2015-09-23,39.9527237,-75.1635262
23,8,Beef It Up,Driftwood Publick House & Oysteria,"Plymouth, Massachusetts",2015-09-18,41.9426657,-70.7618592
23,8,Beef It Up,The General Muir,"Atlanta, Georgia",2015-09-18,33.7490987,-84.3901849
23,8,Beef It Up,Buster's on 28th,"Minneapolis, Minnesota",2015-09-18,44.9772995,-93.2654692
23,9,By Hand and By Fork,Parkside Market,"Falmouth, Massachusetts",2015-09-25,41.5514979,-70.6147519
23,9,By Hand and By Fork,Maria Empanada,"Denver, Colorado",2015-09-25,39.7392364,-104.9848623
23,9,By Hand and By Fork,Bayport BBQ,"Bayport, Minnesota",2015-09-25,45.0212648,-92.7813238
23,10,Finger Lickin' Food,Wrecking Bar Brewpub,"Atlanta, Georgia",2015-10-09,33.7490987,-84.3901849
23,10,Finger Lickin' Food,Shucker's World Famous Raw Bar,"Woods Hole, Massachusetts",2015-10-09,41.5239468,-70.6694293
23,10,Finger Lickin' Food,George and the Dragon,"Minneapolis, Minnesota",2015-10-09,44.9772995,-93.2654692
23,11,Bite of Britain,Grillstock,"London, UK",2015-10-16,51.5073219,-0.1276474
23,11,Bite of Britain,Bird of Smithfield,"London, UK",2015-10-16,51.5073219,-0.1276474
23,11,Bite of Britain,Hook Camden Town,"Camden, London, UK",2015-10-16,51.5423045,-0.1395604
23,12,Piggin' Out,Pig Latin (Food Truck),"Colorado Springs, Colorado",2015-11-06,38.8339578,-104.8253485
23,12,Piggin' Out,North Bound Smokehouse and Brewpub,"Minneapolis, Minnesota",2015-11-06,44.9772995,-93.2654692
23,12,Piggin' Out,Unideli,"Minneapolis, Minnesota",2015-11-06,44.9772995,-93.2654692
23,13,Isle-Talian,The Blue-Eyed Crab Caribbean Grill & Rum Bar,"Plymouth, Massachusetts",2015-12-04,41.9426657,-70.7618592
23,13,Isle-Talian,Parvicini's Italian Bistro,"Colorado Springs, Colorado",2015-12-04,38.8339578,-104.8253485
23,13,Isle-Talian,Rasta Pasta,"Colorado Springs, Colorado",2015-12-04,38.8339578,-104.8253485
23,14,East-West Flavorfest,Mountain Shadows Restaurant,"Colorado Springs, Colorado",2015-12-18,38.8339578,-104.8253485
23,14,East-West Flavorfest,Toki Underground,"Washington, DC",2015-12-18,38.8948932,-77.0365529
23,14,East-West Flavorfest,Piccini Wood Fired Brick Oven Pizza,"Ocean City, NJ",2015-12-18,39.2776156,-74.5746001
23,Special,Amazing Appetizers,Queen's Comfort,"Astoria, New York",2015-10-23,40.7720145,-73.9302673
23,Special,Amazing Appetizers,Highland Tavern,"Denver, Colorado",2015-10-23,39.7392364,-104.9848623
23,Special,Amazing Appetizers,Boulevard Diner,"Dundalk, Maryland",2015-10-23,39.2574114,-76.5236745
23,Special,Amazing Appetizers,Clanton's Cafe,"Vinita, Oklahoma",2015-10-23,36.6387949,-95.1543297
23,Special,Amazing Appetizers,10th Ave Burrito Co,"Belmar, New Jersey",2015-10-23,40.1784471,-74.0218037
23,Special,Amazing Appetizers,BBQ Shack,"Paola, Kansas",2015-10-23,38.5723318,-94.8786484
23,Special,Amazing Appetizers,The Highlander,"Atlanta, Georgia",2015-10-23,33.7490987,-84.3901849
23,Special,Amazing Appetizers,Scully's Tavern,"Miami, FL",2015-10-23,25.7742658,-80.1936589
23,Special,Ultimate Turkey Fest,Golden Crown Restaurant,"Albuquerque, New Mexico",2015-11-19,35.0841034,-106.6509851
23,Special,Ultimate Turkey Fest,Bocadillas: Slow Roasted Sandwich Shop,"Albuquerque, New Mexico",2015-11-19,35.0841034,-106.6509851
23,Special,Ultimate Turkey Fest,Funk N Waffles,"Syracuse, New York",2015-11-19,43.0481221,-76.1474244
23,Special,Ultimate Turkey Fest,Supino Pizzeria,"Detroit, Michigan",2015-11-19,42.3315509,-83.0466403
23,Special,Ultimate Turkey Fest,Comet Cafe,"Milwaukee, Wisconsin",2015-11-19,43.0349931,-87.922497
23,Special,Ultimate Turkey Fest,Mike's City Diner,"Boston, Massachusetts",2015-11-19,42.3602534,-71.0582912
23,Special,Ultimate Turkey Fest,Sammy's Food Services & Deli,"New Orleans, Louisiana",2015-11-19,29.9499323,-90.0701156
23,Special,Ultimate Turkey Fest,Alpine Steakhouse,"Sarasota, Florida",2015-11-19,27.3364347,-82.5306527
23,Special,Ultimate Turkey Fest,Thee Pitts Again,"Glendale, Arizona",2015-11-19,33.5386858,-112.1859941
23,Special,Extra Helpings,The Brick House Cafe and Catering,"Cable, Wisconsin",2015-11-27,46.2080081,-91.2921295
23,Special,Extra Helpings,Cafe Genevieve,"Jackson, Wyoming",2015-11-27,43.479965,-110.761815
23,Special,Extra Helpings,Tavern on 2,"Long Beach, California",2015-11-27,33.7690164,-118.1916048
23,Special,Extra Helpings,DJ's Clam Shack,"Key West, Florida",2015-11-27,24.5625566,-81.7724368
23,Special,Extra Helpings,Café Nooner,"Eureka, California",2015-11-27,40.8020712,-124.1636729
23,Special,Extra Helpings,Sakaya Kitchen,"Miami, Florida",2015-11-27,25.7742658,-80.1936589
23,Special,Extra Helpings,Bless My Soul,"Eureka, California",2015-11-27,40.8020712,-124.1636729
23,Special,Extra Helpings,Brindle Room,"New York, New York",2015-11-27,40.7127281,-74.0060152
23,Special,Extra Helpings,Brick & Fire,"Eureka, California",2015-11-27,40.8020712,-124.1636729
23,Special,Extra Helpings,Black Tree,"New York, New York",2015-11-27,40.7127281,-74.0060152
23,Special,Extra Helpings,Paul's Live From New York,"Eureka, California",2015-11-27,40.8020712,-124.1636729
23,Special,Holiday Hoopla,Mas Tacos,"Nashville, Tennessee",2015-12-11,36.1622296,-86.7743531
23,Special,Holiday Hoopla,Center Point Pit Barbecue,"Hendersonville, Tennessee",2015-12-11,36.3049177,-86.621443
23,Special,Holiday Hoopla,Miller's East Coast Deli,"San Francisco, California",2015-12-11,37.7790262,-122.4199061
23,Special,Holiday Hoopla,Flakowitz of Boynton,"Boynton Beach, Florida",2015-12-11,26.5256179,-80.0666026
23,Special,Holiday Hoopla,The Bagel Delicatessen & Restaurant,"Denver, Colorado",2015-12-11,39.7392364,-104.9848623
23,Special,Holiday Hoopla,At Last Cafe,"Long Beach, California",2015-12-11,33.7690164,-118.1916048
23,Special,Holiday Hoopla,Big Daddy's BBQ & Banquet,"Fairbanks, Alaska",2015-12-11,64.837845,-147.716675
24,1,All Kinds of Meat,Alewife Baltimore,"Baltimore, Maryland",2016-01-01,39.2908816,-76.610759
24,1,All Kinds of Meat,Carving Room,"Washington, DC",2016-01-01,38.8948932,-77.0365529
24,1,All Kinds of Meat,Spice Island Grill,"Colorado Springs, Colorado",2016-01-01,38.8339578,-104.8253485
24,2,"Triple D ""All Stars""",Tacopocalypse,"Des Moines, Iowa",2016-01-03,41.5910641,-93.6037149
24,2,"Triple D ""All Stars""",Artiso's,"Salt Lake City, Utah",2016-01-03,40.7596198,-111.8867975
24,2,"Triple D ""All Stars""",Sakaya Kitchen,"Miami, Florida",2016-01-03,25.7742658,-80.1936589
24,2,"Triple D ""All Stars""",Chef Lou's Westside Drive-In,"Boise, Idaho",2016-01-03,43.6166163,-116.200886
24,2,"Triple D ""All Stars""",Pagoda Restaurant,"North Pole, Alaska",2016-01-03,64.750997,-147.349319
24,3,Family Legacies,Miss Shirley's Cafe,"Baltimore, Maryland",2016-01-15,39.2908816,-76.610759
24,3,Family Legacies,Sam's Rialto Bar & Grill,"Pleasantville, New Jersey",2016-01-15,39.3898388,-74.5240422
24,3,Family Legacies,Front Range Barbeque,"Colorado Springs, Colorado",2016-01-15,38.8339578,-104.8253485
24,4,Rockin' New Orleans,The Creole Creamery,"New Orleans, Louisiana",2016-01-20,29.9499323,-90.0701156
24,4,Rockin' New Orleans,The Joint,"New Orleans, Louisiana",2016-01-20,29.9499323,-90.0701156
24,4,Rockin' New Orleans,Surrey's Cafe,"New Orleans, Louisiana",2016-01-20,29.9499323,-90.0701156
24,4,Rockin' New Orleans,Parasol's Restaurant & Bar,"New Orleans, Louisiana",2016-01-20,29.9499323,-90.0701156
24,4,Rockin' New Orleans,Joey K's Restaurant & Bar,"New Orleans, Louisiana",2016-01-20,29.9499323,-90.0701156
24,5,Between the Bread,Skirted Heiffer,"Colorado Springs, Colorado",2016-01-22,38.8339578,-104.8253485
24,5,Between the Bread,Bub and Pop's,"Washington, DC",2016-01-22,38.8948932,-77.0365529
24,5,Between the Bread,Vagabond Kitchen & Tap House,"Atlantic City, New Jersey",2016-01-22,39.3642852,-74.4229351
24,6,Comfort Food Mash-Up,Trina's Starlite Lounge,"Somerville, Massachusetts",2016-02-03,42.3875968,-71.0994968
24,6,Comfort Food Mash-Up,The Starling Diner,"Long Beach, California",2016-02-03,33.7690164,-118.1916048
24,6,Comfort Food Mash-Up,The Alley Restaurant at Aiea Bowl,"Aiea, Hawaii",2016-02-03,21.3822222,-157.9336111
24,6,Comfort Food Mash-Up,Frank's Noodle House,"Portland, Oregon",2016-02-03,45.5202471,-122.6741949
24,6,Comfort Food Mash-Up,Gold 'N Silver Inn,"Reno, Nevada",2016-02-03,39.5261206,-119.8126581
24,6,Comfort Food Mash-Up,Ramona Cafe,"Ramona, California",2016-02-03,33.0417112,-116.8680821
24,7,Smoke and Seafood,The Fish House,"Key Largo, Florida",2016-03-11,25.091338,-80.46777414781022
24,7,Smoke and Seafood,Islamorada Shrimp Shack,"Islamorada, Florida",2016-03-11,24.9242995,-80.6278404
24,7,Smoke and Seafood,The Smoking Swine,"Baltimore, Maryland",2016-03-11,39.2908816,-76.610759
24,8,International Appeal,Digiorgio's Cafe Largo,"Key Largo, Florida",2016-03-25,25.091338,-80.46777414781022
24,8,International Appeal,El Nuevo Frutilandia,"San Francisco, California",2016-03-25,37.7790262,-122.4199061
24,8,International Appeal,Green Papaya Food Truck,"Stockton, California",2016-03-25,37.9577016,-121.2907796
24,9,"Tacos, Turtles, and Tri-tip",Green Turtle Inn,"Islamorada, Florida",2016-04-08,24.9242995,-80.6278404
24,9,"Tacos, Turtles, and Tri-tip",Midtown Creperie,"Stockton, California",2016-04-08,37.9577016,-121.2907796
24,9,"Tacos, Turtles, and Tri-tip",Cosecha Cafe,"Oakland, California",2016-04-08,37.8044557,-122.2713563
24,10,Succulent Sandwiches,Clove and Hoof,"Oakland, California",2016-04-15,37.8044557,-122.2713563
24,10,Succulent Sandwiches,Food Fix Truck,"Modesto, California",2016-04-15,37.6390972,-120.9968782
24,10,Succulent Sandwiches,Pilot House Marina & Restaurant,"Key Largo, Florida",2016-04-15,25.091338,-80.46777414781022
24,11,Hot Meat and Cool Veg,Souley Vegan,"Oakland, California",2016-04-22,37.8044557,-122.2713563
24,11,Hot Meat and Cool Veg,Bauer's 66 1/2,"Modesto, California",2016-04-22,37.6390972,-120.9968782
24,11,Hot Meat and Cool Veg,M.E.A.T. Eatery and Tap Room,"Islamorada, Florida",2016-04-22,24.9242995,-80.6278404
24,12,South Beach Sizzle,Taquiza,"Miami Beach, Florida",2016-05-06,25.7929198,-80.1353006
24,12,South Beach Sizzle,Lou's Beer Garden,"Miami Beach, Florida",2016-05-06,25.7929198,-80.1353006
24,12,South Beach Sizzle,Hofbrau Beer Hall,"Miami Beach, Florida",2016-05-06,25.7929198,-80.1353006
